Lemma	Eng Gloss	POS	Level	Word source	Ex. ID	Form 	Analysis	Example Sentence	Translation	Reference	Topic(s)
модный	_	A	A1	Golosa, LM	3	модное	Inan.Acc.Neut.Sing	_	_	_	_
молодежь	_	N.Fem.Inan	A1	LM	1	молодёжи	Gen.Sing	_	_	_	_
молодежь	_	N.Fem.Inan	A1	LM	2	молодёжь	Nom.Sing	_	_	_	_
молодежь	_	N.Fem.Inan	A1	LM	3	молодёжью	Ins.Sing	_	_	_	_
молодец	_	N.Masc.Anim	A1	LM	1	молодец	Nom.Sing	_	_	_	_
молодец	_	N.Masc.Anim	A1	LM	2	молодцы	Nom.Plur	_	_	_	_
молодец	_	N.Masc.Anim	A1	LM	3	молодца	Gen.Sing	_	_	_	_
молодость	_	N.Fem.Inan	A1	LM	1	молодости	Gen.Sing	_	_	_	_
молодость	_	N.Fem.Inan	A1	LM	2	молодостью	Ins.Sing	_	_	_	_
молодость	_	N.Fem.Inan	A1	LM	3	молодость	Nom.Sing	_	_	_	_
молчать	_	V	A1	LM	1	молчал	Masc.Sing.Past	_	_	_	_
молчать	_	V	A1	LM	2	молчит	Sing.3.Pres/Fut	_	_	_	_
молчать	_	V	A1	LM	3	молчать	Inf	_	_	_	_
момент	_	N.Masc.Inan	A1	MiP, LM	1	момент	Acc.Sing	_	_	_	_
момент	_	N.Masc.Inan	A1	MiP, LM	2	момента	Gen.Sing	_	_	_	_
момент	_	N.Masc.Inan	A1	MiP, LM	3	моменты	Acc.Plur	_	_	_	_
мыло	_	N.Neut.Inan	A1	LM	1	мыло	Acc.Sing	_	_	_	_
мыло	_	N.Neut.Inan	A1	LM	2	мыла	Gen.Sing	_	_	_	_
мыло	_	N.Neut.Inan	A1	LM	3	мылом	Ins.Sing	_	_	_	_
мыть	_	V	A1	LM	1	мыть	Inf	_	_	_	_
мыть	_	V	A1	LM	2	мыла	Fem.Sing.Past	_	_	_	_
мыть	_	V	A1	LM	3	моют	Plur.3.Pres/Fut	_	_	_	_
мягкий	_	A	A1	Golosa, LM	1	мягкое	Inan.Acc.Neut.Sing	_	_	_	_
мягкий	_	A	A1	Golosa, LM	2	мягкой	Ins.Fem.Sing	_	_	_	_
мягкий	_	A	A1	Golosa, LM	3	мягким	Ins.Masc.Sing	_	_	_	_
мяч	_	N.Masc.Inan	A1	LM	1	мяч	Acc.Sing	_	_	_	_
мяч	_	N.Masc.Inan	A1	LM	2	мячу	Dat.Sing	_	_	_	_
мяч	_	N.Masc.Inan	A1	LM	3	мячей	Gen.Plur	_	_	_	_
надежда	_	N.Fem.Inan	A1	LM	1	надежда	Nom.Sing	_	_	_	_
надежда	_	N.Fem.Inan	A1	LM	2	надежды	Gen.Sing	_	_	_	_
надежда	_	N.Fem.Inan	A1	LM	3	надежду	Acc.Sing	_	_	_	_
надеяться	_	V	A1	Golosa, MiP, LM	1	надеюсь	Sing.1.Pres/Fut	_	_	_	_
надеяться	_	V	A1	Golosa, MiP, LM	2	надеяться	Inf	_	_	_	_
надеяться	_	V	A1	Golosa, MiP, LM	3	надеются	Plur.3.Pres/Fut	_	_	_	_
нарисовать	_	V	A1	LM	1	нарисовал	Masc.Sing.Past	_	_	_	_
нарисовать	_	V	A1	LM	2	нарисовать	Inf	_	_	_	_
нарисовать	_	A	A1	LM	3	нарисованы	Plur	_	_	_	_
народ	_	N.Masc.Inan	A1	LM	1	народ	Nom.Sing	_	_	_	_
народ	_	N.Masc.Inan	A1	LM	2	народа	Gen.Sing	_	_	_	_
народ	_	N.Masc.Inan	A1	LM	3	народов	Gen.Plur	_	_	_	_
наука	_	N.Fem.Inan	A1	LM	1	науки	Gen.Sing	_	_	_	_
наука	_	N.Fem.Inan	A1	LM	2	наук	Gen.Plur	_	_	_	_
наука	_	N.Fem.Inan	A1	LM	3	наука	Nom.Sing	_	_	_	_
находить	_	V	A1	Golosa, MiP, LM	1	находит	Sing.3.Pres/Fut	_	_	_	_
находить	_	V	A1	Golosa, MiP, LM	2	находят	Plur.3.Pres/Fut	_	_	_	_
находить	_	V	A1	Golosa, MiP, LM	3	находить	Inf	_	_	_	_
начало	_	N.Neut.Inan	A1	LM	1	начале	Loc.Sing	_	_	_	_
начало	_	N.Neut.Inan	A1	LM	2	начала	Gen.Sing	_	_	_	_
начало	_	N.Neut.Inan	A1	LM	3	начало	Nom.Sing	_	_	_	_
начать	_	V	A1	MiP	1	начал	Masc.Sing.Past	_	_	_	_
начать	_	V	A1	MiP	2	начали	Plur.Past	_	_	_	_
начать	_	V	A1	MiP	3	начала	Fem.Sing.Past	_	_	_	_
начинать	_	V	A1	MiP, LM	1	начинает	Sing.3.Pres/Fut	_	_	_	_
начинать	_	V	A1	MiP, LM	2	начинают	Plur.3.Pres/Fut	_	_	_	_
начинать	_	V	A1	MiP, LM	3	начиная	Pres/Fut	_	_	_	_
начинаться	_	V	A1	Golosa, LM	1	начинается	Sing.3.Pres/Fut	_	_	_	_
начинаться	_	V	A1	Golosa, LM	2	начиналась	Fem.Sing.Past	_	_	_	_
начинаться	_	V	A1	Golosa, LM	3	начинаются	Plur.3.Pres/Fut	_	_	_	_
небо	_	N.Neut.Inan	A1	LM	1	неба	Gen.Sing	_	_	_	_
небо	_	N.Neut.Inan	A1	LM	2	небе	Loc.Sing	_	_	_	_
небо	_	N.Neut.Inan	A1	LM	3	небо	Nom.Sing	_	_	_	_
несчастие	_	N.Neut.Inan	A1	LM	1	несчастья	Nom.Plur	_	_	_	_
несчастие	_	N.Neut.Inan	A1	LM	2	несчастий	Gen.Plur	_	_	_	_
несчастный	_	A	A1	LM	1	несчастная	Nom.Fem.Sing	_	_	_	_
несчастный	_	A	A1	LM	2	несчастного	Anim.Acc.Masc.Sing	_	_	_	_
несчастный	_	A	A1	LM	3	несчастных	Gen.Plur	_	_	_	_
низкий	_	A	A1	Golosa, LM	1	ниже	Comp	_	_	_	_
низкий	_	A	A1	Golosa, LM	2	низкий	Nom.Masc.Sing	_	_	_	_
низкий	_	A	A1	Golosa, LM	3	низкая	Nom.Fem.Sing	_	_	_	_
нос	_	N.Masc.Inan	A1	Golosa, LM	1	нос	Acc.Sing	_	_	_	_
нос	_	N.Masc.Inan	A1	Golosa, LM	2	носом	Ins.Sing	_	_	_	_
нос	_	N.Masc.Inan	A1	Golosa, LM	3	носа	Gen.Sing	_	_	_	_
носок	_	N.Masc.Inan	A1	LM	1	носки	Acc.Plur	_	_	_	_
носок	_	N.Masc.Inan	A1	LM	2	носках	Loc.Plur	_	_	_	_
носок	_	N.Masc.Inan	A1	LM	3	носком	Ins.Sing	_	_	_	_
обещать	_	V	A1	Golosa, LM	1	обещал	Masc.Sing.Past	_	_	_	_
обещать	_	V	A1	Golosa, LM	2	обещает	Sing.3.Pres/Fut	_	_	_	_
обещать	_	V	A1	Golosa, LM	3	обещают	Plur.3.Pres/Fut	_	_	_	_
общество	_	N.Neut.Inan	A1	Golosa, LM	1	общества	Gen.Sing	_	_	_	_
общество	_	N.Neut.Inan	A1	Golosa, LM	2	обществе	Loc.Sing	_	_	_	_
общество	_	N.Neut.Inan	A1	Golosa, LM	3	общество	Nom.Sing	_	_	_	_
объявление	_	N.Neut.Inan	A1	Golosa, LM	1	объявления	Acc.Plur	_	_	_	_
объявление	_	N.Neut.Inan	A1	Golosa, LM	2	объявление	Acc.Sing	_	_	_	_
объявление	_	N.Neut.Inan	A1	Golosa, LM	3	объявлений	Gen.Plur	_	_	_	_
объяснять	_	V	A1	Golosa, LM	1	объяснять	Inf	_	_	_	_
объяснять	_	V	A1	Golosa, LM	2	объясняет	Sing.3.Pres/Fut	_	_	_	_
объяснять	_	V	A1	Golosa, LM	3	объясняют	Plur.3.Pres/Fut	_	_	_	_
обыкновенный	_	A	A1	Golosa, LM	1	обыкновенный	Nom.Masc.Sing	_	_	_	_
обыкновенный	_	A	A1	Golosa, LM	2	обыкновенная	Nom.Fem.Sing	_	_	_	_
обыкновенный	_	A	A1	Golosa, LM	3	обыкновенных	Gen.Plur	_	_	_	_
обычный	_	A	A1	Golosa, LM	1	обычная	Nom.Fem.Sing	_	_	_	_
обычный	_	A	A1	Golosa, LM	2	обычные	Nom.Plur	_	_	_	_
обычный	_	A	A1	Golosa, LM	3	обычных	Gen.Plur	_	_	_	_
огромный	_	A	A1	Golosa, LM	1	огромный	Nom.Masc.Sing	_	_	_	_
огромный	_	A	A1	Golosa, LM	2	огромным	Ins.Masc.Sing	_	_	_	_
огромный	_	A	A1	Golosa, LM	3	огромное	Nom.Neut.Sing	_	_	_	_
одеваться	_	V	A1	Golosa, LM	1	одеваться	Inf	_	_	_	_
одеваться	_	V	A1	Golosa, LM	2	одевались	Plur.Past	_	_	_	_
одеваться	_	V	A1	Golosa, LM	3	одевайся	Imper.Sing.2	_	_	_	_
одинаковый	_	A	A1	LM	1	одинаковый	Nom.Masc.Sing	_	_	_	_
одинаковый	_	A	A1	LM	2	одинаковые	Nom.Plur	_	_	_	_
одинаковый	_	A	A1	LM	3	одинаковы	Plur	_	_	_	_
озеро	_	N.Neut.Inan	A1	Golosa, MiP, LM	1	озера	Gen.Sing	_	_	_	_
озеро	_	N.Neut.Inan	A1	Golosa, MiP, LM	2	озеро	Acc.Sing	_	_	_	_
озеро	_	N.Neut.Inan	A1	Golosa, MiP, LM	3	озере	Loc.Sing	_	_	_	_
окончание	_	N.Neut.Inan	A1	LM	1	окончания	Gen.Sing	_	_	_	_
окончание	_	N.Neut.Inan	A1	LM	2	окончании	Loc.Sing	_	_	_	_
окончание	_	N.Neut.Inan	A1	LM	3	окончание	Nom.Sing	_	_	_	_
опытный	_	A	A1	LM	1	опытный	Nom.Masc.Sing	_	_	_	_
опытный	_	A	A1	LM	2	опытные	Nom.Plur	_	_	_	_
опытный	_	A	A1	LM	3	опытным	Ins.Masc.Sing	_	_	_	_
осенний	_	A	A1	LM	1	осенний	Nom.Masc.Sing	_	_	_	_
осенний	_	A	A1	LM	2	осеннем	Loc.Masc.Sing	_	_	_	_
осенний	_	A	A1	LM	3	осенней	Gen.Fem.Sing	_	_	_	_
основной	_	A	A1	LM	1	основном	Loc.Neut.Sing	_	_	_	_
основной	_	A	A1	LM	2	основных	Gen.Plur	_	_	_	_
основной	_	A	A1	LM	3	основная	Nom.Fem.Sing	_	_	_	_
остров	_	N.Masc.Inan	A1	MiP, LM	1	острове	Loc.Sing	_	_	_	_
остров	_	N.Masc.Inan	A1	MiP, LM	2	остров	Acc.Sing	_	_	_	_
остров	_	N.Masc.Inan	A1	MiP, LM	3	острова	Gen.Sing	_	_	_	_
ответить	_	V	A1	MiP	1	ответил	Masc.Sing.Past	_	_	_	_
ответить	_	V	A1	MiP	2	ответить	Inf	_	_	_	_
ответить	_	V	A1	MiP	3	ответила	Fem.Sing.Past	_	_	_	_
отвечать	_	V	A1	Golosa, MiP, LM	1	отвечает	Sing.3.Pres/Fut	_	_	_	_
отвечать	_	V	A1	Golosa, MiP, LM	2	отвечать	Inf	_	_	_	_
отвечать	_	V	A1	Golosa, MiP, LM	3	отвечал	Masc.Sing.Past	_	_	_	_
открывать	_	V	A1	MiP, LM	1	открывает	Sing.3.Pres/Fut	_	_	_	_
открывать	_	V	A1	MiP, LM	2	открывать	Inf	_	_	_	_
открывать	_	V	A1	MiP, LM	3	открывая	Pres/Fut	_	_	_	_
открываться	_	V	A1	LM	1	открывается	Sing.3.Pres/Fut	_	_	_	_
открываться	_	V	A1	LM	2	открывались	Plur.Past	_	_	_	_
открываться	_	V	A1	LM	3	открываются	Plur.3.Pres/Fut	_	_	_	_
открытие	_	N.Neut.Inan	A1	LM	1	открытия	Gen.Sing	_	_	_	_
открытие	_	N.Neut.Inan	A1	LM	2	открытие	Nom.Sing	_	_	_	_
открытие	_	N.Neut.Inan	A1	LM	3	открытий	Gen.Plur	_	_	_	_
отношение	_	N.Neut.Inan	A1	LM	1	отношение	Nom.Sing	_	_	_	_
отношение	_	N.Neut.Inan	A1	LM	2	отношении	Loc.Sing	_	_	_	_
отношение	_	N.Neut.Inan	A1	LM	3	отношений	Gen.Plur	_	_	_	_
отправить	_	V	A1	MiP	1	отправить	Inf	_	_	_	_
отправить	_	V	A1	MiP	2	отправили	Plur.Past	_	_	_	_
отправить	_	V	A1	MiP	3	отправил	Masc.Sing.Past	_	_	_	_
отправлять	_	V	A1	Golosa, MiP, LM	1	отправлять	Inf	_	_	_	_
отправлять	_	V	A1	Golosa, MiP, LM	2	отправляют	Plur.3.Pres/Fut	_	_	_	_
отправлять	_	V	A1	Golosa, MiP, LM	3	отправляет	Sing.3.Pres/Fut	_	_	_	_
отчество	_	N.Neut.Inan	A1	Golosa, LM	1	отчество	Nom.Sing	_	_	_	_
отчество	_	N.Neut.Inan	A1	Golosa, LM	2	отчеству	Dat.Sing	_	_	_	_
отчество	_	N.Neut.Inan	A1	Golosa, LM	3	отчеством	Ins.Sing	_	_	_	_
оценивать	_	V	A1	LM	1	оценивать	Inf	_	_	_	_
оценивать	_	V	A1	LM	2	оценивают	Plur.3.Pres/Fut	_	_	_	_
оценивать	_	V	A1	LM	3	оцениваете	Plur.2.Pres/Fut	_	_	_	_
падать	_	V	A1	Golosa, LM	1	падает	Sing.3.Pres/Fut	_	_	_	_
падать	_	V	A1	Golosa, LM	2	падал	Masc.Sing.Past	_	_	_	_
падать	_	V	A1	Golosa, LM	3	падали	Plur.Past	_	_	_	_
палец	_	N.Masc.Inan	A1	Golosa, LM	1	пальцем	Ins.Sing	_	_	_	_
палец	_	N.Masc.Inan	A1	Golosa, LM	2	пальцами	Ins.Plur	_	_	_	_
палец	_	N.Masc.Inan	A1	Golosa, LM	3	пальцев	Gen.Plur	_	_	_	_
парламент	_	N.Masc.Inan	A1	LM	1	парламенте	Loc.Sing	_	_	_	_
парламент	_	N.Masc.Inan	A1	LM	2	парламент	Nom.Sing	_	_	_	_
парламент	_	N.Masc.Inan	A1	LM	3	парламента	Gen.Sing	_	_	_	_
партия	_	N.Fem.Inan	A1	LM	1	партии	Gen.Sing	_	_	_	_
партия	_	N.Fem.Inan	A1	LM	2	партия	Nom.Sing	_	_	_	_
партия	_	N.Fem.Inan	A1	LM	3	партию	Acc.Sing	_	_	_	_
певец	_	N.Masc.Anim	A1	LM	1	певец	Nom.Sing	_	_	_	_
певец	_	N.Masc.Anim	A1	LM	2	певцы	Nom.Plur	_	_	_	_
певец	_	N.Masc.Anim	A1	LM	3	певца	Gen.Sing	_	_	_	_
певица	_	N.Fem.Anim	A1	LM	1	певица	Nom.Sing	_	_	_	_
певица	_	N.Fem.Anim	A1	LM	2	певицы	Gen.Sing	_	_	_	_
певица	_	N.Fem.Anim	A1	LM	3	певицей	Ins.Sing	_	_	_	_
пенсия	_	N.Fem.Inan	A1	Golosa, MiP, LM	1	пенсию	Acc.Sing	_	_	_	_
пенсия	_	N.Fem.Inan	A1	Golosa, MiP, LM	2	пенсии	Gen.Sing	_	_	_	_
пенсия	_	N.Fem.Inan	A1	Golosa, MiP, LM	3	пенсия	Nom.Sing	_	_	_	_
первый	_	A	A1	Golosa, MiP, LM	1	первую	Acc.Fem.Sing	_	_	_	_
первый	_	A	A1	Golosa, MiP, LM	2	первый	Nom.Masc.Sing	_	_	_	_
первый	_	A	A1	Golosa, MiP, LM	3	первого	Gen.Masc.Sing	_	_	_	_
перевод	_	N.Masc.Inan	A1	LM	1	переводов	Gen.Plur	_	_	_	_
перевод	_	N.Masc.Inan	A1	LM	2	перевода	Gen.Sing	_	_	_	_
перевод	_	N.Masc.Inan	A1	LM	3	переводы	Nom.Plur	_	_	_	_
переводить	_	V	A1	LM	1	переводить	Inf	_	_	_	_
переводить	_	V	A1	LM	2	переводя	Pres/Fut	_	_	_	_
переводить	_	V	A1	LM	3	переводит	Sing.3.Pres/Fut	_	_	_	_
передавать	_	V	A1	Golosa, LM	1	передаёт	Sing.3.Pres/Fut	_	_	_	_
передавать	_	V	A1	Golosa, LM	2	передавать	Inf	_	_	_	_
передавать	_	V	A1	Golosa, LM	3	передают	Plur.3.Pres/Fut	_	_	_	_
переезжать	_	V	A1	Golosa, MiP, LM	1	переезжая	Pres/Fut	_	_	_	_
переезжать	_	V	A1	Golosa, MiP, LM	2	переезжать	Inf	_	_	_	_
переезжать	_	V	A1	Golosa, MiP, LM	3	переезжали	Plur.Past	_	_	_	_
переехать	_	V	A1	MiP	1	переехал	Masc.Sing.Past	_	_	_	_
переехать	_	V	A1	MiP	2	переехали	Plur.Past	_	_	_	_
переехать	_	V	A1	MiP	3	переехать	Inf	_	_	_	_
пересадка	_	N.Fem.Inan	A1	Golosa, LM	1	пересадку	Acc.Sing	_	_	_	_
переходить	_	V	A1	LM	1	переходит	Sing.3.Pres/Fut	_	_	_	_
переходить	_	V	A1	LM	2	переходят	Plur.3.Pres/Fut	_	_	_	_
переходить	_	V	A1	LM	3	переходить	Inf	_	_	_	_
песня	_	N.Fem.Inan	A1	Golosa, LM	1	песни	Nom.Plur	_	_	_	_
песня	_	N.Fem.Inan	A1	Golosa, LM	2	песня	Nom.Sing	_	_	_	_
песня	_	N.Fem.Inan	A1	Golosa, LM	3	песню	Acc.Sing	_	_	_	_
пирог	_	N.Masc.Inan	A1	LM, Кс	1	пирог	Acc.Sing	_	_	_	_
пирог	_	N.Masc.Inan	A1	LM, Кс	2	пироги	Acc.Plur	_	_	_	_
пирог	_	N.Masc.Inan	A1	LM, Кс	3	пирога	Gen.Sing	_	_	_	_
пирожок	_	N.Masc.Inan	A1	LM, Кс	1	пирожки	Acc.Plur	_	_	_	_
пирожок	_	N.Masc.Inan	A1	LM, Кс	2	пирожок	Acc.Sing	_	_	_	_
плавать	_	V	A1	Golosa, LM	1	плавать	Inf	_	_	_	_
плавать	_	V	A1	Golosa, LM	2	плавала	Fem.Sing.Past	_	_	_	_
плавать	_	V	A1	Golosa, LM	3	плавали	Plur.Past	_	_	_	_
плакать	_	V	A1	LM	1	плакала	Fem.Sing.Past	_	_	_	_
плакать	_	V	A1	LM	2	плачет	Sing.3.Pres/Fut	_	_	_	_
плакать	_	V	A1	LM	3	плакал	Masc.Sing.Past	_	_	_	_
платить	_	V	A1	Golosa, MiP, LM	1	платить	Inf	_	_	_	_
платить	_	V	A1	Golosa, MiP, LM	2	платят	Plur.3.Pres/Fut	_	_	_	_
платить	_	V	A1	Golosa, MiP, LM	3	платит	Sing.3.Pres/Fut	_	_	_	_
плащ	_	N.Masc.Inan	A1	Golosa, LM, Поехали	1	плащ	Acc.Sing	_	_	_	_
плащ	_	N.Masc.Inan	A1	Golosa, LM, Поехали	2	плаще	Loc.Sing	_	_	_	_
плащ	_	N.Masc.Inan	A1	Golosa, LM, Поехали	3	плащом	Ins.Sing	_	_	_	_
плыть	_	V	A1	LM	1	плывёт	Sing.3.Pres/Fut	_	_	_	_
плыть	_	V	A1	LM	2	плывут	Plur.3.Pres/Fut	_	_	_	_
плыть	_	V	A1	LM	3	плыть	Inf	_	_	_	_
победа	_	N.Fem.Inan	A1	LM	1	победа	Nom.Sing	_	_	_	_
победа	_	N.Fem.Inan	A1	LM	2	победы	Gen.Sing	_	_	_	_
победа	_	N.Fem.Inan	A1	LM	3	победу	Acc.Sing	_	_	_	_
побеждать	_	V	A1	LM	1	побеждает	Sing.3.Pres/Fut	_	_	_	_
побеждать	_	V	A1	LM	2	побеждать	Inf	_	_	_	_
побеждать	_	V	A1	LM	3	побеждали	Plur.Past	_	_	_	_
побеседовать	_	V	A1	LM	1	побеседовать	Inf	_	_	_	_
поблагодарить	_	V	A1	LM	1	поблагодарить	Inf	_	_	_	_
поблагодарить	_	V	A1	LM	2	поблагодарил	Masc.Sing.Past	_	_	_	_
поблагодарить	_	V	A1	LM	3	поблагодарила	Fem.Sing.Past	_	_	_	_
побывать	_	V	A1	LM	1	побывал	Masc.Sing.Past	_	_	_	_
побывать	_	V	A1	LM	2	побывать	Inf	_	_	_	_
побывать	_	V	A1	LM	3	побывали	Plur.Past	_	_	_	_
повезти	_	V	A1	LM	1	повезло	Neut.Sing.Past	_	_	_	_
повезти	_	V	A1	LM	2	повезёт	Sing.3.Pres/Fut	_	_	_	_
повезти	_	V	A1	LM	3	повезли	Plur.Past	_	_	_	_
поверить	_	V	A1	LM	1	поверить	Inf	_	_	_	_
поверить	_	V	A1	LM	2	поверьте	Imper.Plur.2	_	_	_	_
поверить	_	V	A1	LM	3	поверил	Masc.Sing.Past	_	_	_	_
поднимать	_	V	A1	Golosa	1	поднимает	Sing.3.Pres/Fut	_	_	_	_
поднимать	_	V	A1	Golosa	2	поднимая	Pres/Fut	_	_	_	_
поднимать	_	V	A1	Golosa	3	поднимать	Inf	_	_	_	_
поза	_	N.Fem.Inan	A1	LM	1	позе	Loc.Sing	_	_	_	_
поза	_	N.Fem.Inan	A1	LM	2	позы	Acc.Plur	_	_	_	_
поза	_	N.Fem.Inan	A1	LM	3	позу	Acc.Sing	_	_	_	_
позвать	_	V	A1	LM	1	позвал	Masc.Sing.Past	_	_	_	_
позвать	_	V	A1	LM	2	позвать	Inf	_	_	_	_
позвать	_	V	A1	LM	3	позвала	Fem.Sing.Past	_	_	_	_
поздравить	_	V	A1	MiP	1	поздравить	Inf	_	_	_	_
поздравить	_	V	A1	MiP	2	поздравим	Plur.1.Pres/Fut	_	_	_	_
поздравить	_	V	A1	MiP	3	поздравил	Masc.Sing.Past	_	_	_	_
поздравлять	_	V	A1	MiP, LM	1	поздравляем	Plur.1.Pres/Fut	_	_	_	_
поздравлять	_	V	A1	MiP, LM	2	поздравляет	Sing.3.Pres/Fut	_	_	_	_
поздравлять	_	V	A1	MiP, LM	3	поздравляю	Sing.1.Pres/Fut	_	_	_	_
познакомиться	_	V	A1	MiP, LM	1	познакомиться	Inf	_	_	_	_
познакомиться	_	V	A1	MiP, LM	2	познакомился	Masc.Sing.Past	_	_	_	_
познакомиться	_	V	A1	MiP, LM	3	познакомились	Plur.Past	_	_	_	_
показать	_	V	A1	MiP	1	показать	Inf	_	_	_	_
показать	_	V	A1	MiP	2	показал	Masc.Sing.Past	_	_	_	_
показать	_	V	A1	MiP	3	показали	Plur.Past	_	_	_	_
показаться	_	V	A1	MiP	1	показалось	Neut.Sing.Past	_	_	_	_
показаться	_	V	A1	MiP	2	показаться	Inf	_	_	_	_
показаться	_	V	A1	MiP	3	показался	Masc.Sing.Past	_	_	_	_
показывать	_	V	A1	Golosa, MiP, LM	1	показывает	Sing.3.Pres/Fut	_	_	_	_
показывать	_	V	A1	Golosa, MiP, LM	2	показывают	Plur.3.Pres/Fut	_	_	_	_
показывать	_	V	A1	Golosa, MiP, LM	3	показывать	Inf	_	_	_	_
пол	_	N.Masc.Inan	A1	Golosa, LM	1	пол	Acc.Sing	_	_	_	_
пол	_	N.Masc.Inan	A1	Golosa, LM	2	полу	Loc.Sing	_	_	_	_
пол	_	N.Masc.Inan	A1	Golosa, LM	3	пола	Gen.Sing	_	_	_	_
полагать	_	V	A1	LM	1	полагают	Plur.3.Pres/Fut	_	_	_	_
полагать	_	V	A1	LM	2	полагать	Inf	_	_	_	_
полагать	_	V	A1	LM	3	полагаю	Sing.1.Pres/Fut	_	_	_	_
поле	_	N.Neut.Inan	A1	LM	1	поля	Gen.Sing	_	_	_	_
поле	_	N.Neut.Inan	A1	LM	2	поле	Nom.Sing	_	_	_	_
поле	_	N.Neut.Inan	A1	LM	3	полях	Loc.Plur	_	_	_	_
полезный	_	A	A1	Golosa, LM	1	полезных	Gen.Plur	_	_	_	_
полезный	_	A	A1	Golosa, LM	2	полезно	Neut.Sing	_	_	_	_
полезный	_	A	A1	Golosa, LM	3	полезны	Plur	_	_	_	_
полететь	_	V	A1	LM	1	полетели	Plur.Past	_	_	_	_
полететь	_	V	A1	LM	2	полетел	Masc.Sing.Past	_	_	_	_
полететь	_	V	A1	LM	3	полетят	Plur.3.Pres/Fut	_	_	_	_
поликлиника	_	N.Fem.Inan	A1	Golosa, LM	1	поликлинику	Acc.Sing	_	_	_	_
поликлиника	_	N.Fem.Inan	A1	Golosa, LM	2	поликлинике	Loc.Sing	_	_	_	_
политика	_	N.Fem.Inan	A1	LM	1	политики	Gen.Sing	_	_	_	_
политика	_	N.Fem.Inan	A1	LM	2	политика	Nom.Sing	_	_	_	_
политика	_	N.Fem.Inan	A1	LM	3	политику	Acc.Sing	_	_	_	_
политический	_	A	A1	LM	1	политических	Gen.Plur	_	_	_	_
политический	_	A	A1	LM	2	политической	Gen.Fem.Sing	_	_	_	_
политический	_	A	A1	LM	3	политическая	Nom.Fem.Sing	_	_	_	_
полк	_	N.Masc.Inan	A1	LM	1	полком	Ins.Sing	_	_	_	_
полк	_	N.Masc.Inan	A1	LM	2	полков	Gen.Plur	_	_	_	_
